CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,UniqueProducts,Country,Cluster,ClusterLabel,CLV,ChurnRisk,ChurnScore,R_Score,F_Score,M_Score,RFM_Score,Segment,Recommendation
17802,82,3,1285.04,9.178857142857142,752,102,United Kingdom,0,Active Mid,1017.69,Medium,21.9,2,3,3,8,Loyal Customers,Upsell premium products & bundles
17805,74,1,512.31,51.230999999999995,478,10,United Kingdom,0,Active Mid,412.91,Medium,19.8,2,2,2,6,Potential Loyalists,Offer membership & personalized offers
17806,11,1,546.04,12.698604651162789,727,43,United Kingdom,0,Active Mid,532.52,Low,2.9,4,2,2,8,Loyal Customers,Upsell premium products & bundles
17809,16,12,5411.91,88.71983606557377,2057,46,United Kingdom,0,Active Mid,5477.82,Low,4.3,4,4,4,12,Champions,Reward with loyalty program & early access
17811,4,39,7837.7300000000005,9.210023501762633,4177,359,United Kingdom,3,High Value,9200.8,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
17812,13,4,732.16,5.192624113475177,350,113,United Kingdom,0,Active Mid,720.24,Low,3.5,4,3,3,10,Champions,Reward with loyalty program & early access
17813,14,5,1770.8799999999999,4.773261455525606,790,297,United Kingdom,0,Active Mid,1745.37,Low,3.7,4,4,4,12,Champions,Reward with loyalty program & early access
17816,37,4,36.56,2.150588235294118,30,16,United Kingdom,0,Active Mid,33.57,Low,9.9,3,3,1,7,Potential Loyalists,Offer membership & personalized offers
17817,4,3,387.68,11.747878787878788,67,32,United Kingdom,0,Active Mid,389.04,Low,1.1,4,3,2,9,Loyal Customers,Upsell premium products & bundles
17819,72,7,3704.87,77.18479166666667,1031,36,United Kingdom,0,Active Mid,3091.83,Medium,19.3,2,4,4,10,Champions,Reward with loyalty program & early access
17824,51,1,298.4,22.95384615384615,408,13,United Kingdom,0,Active Mid,258.94,Medium,13.6,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
17827,5,5,1995.46,9.070272727272727,1247,190,United Kingdom,0,Active Mid,2015.88,Low,1.3,4,4,4,12,Champions,Reward with loyalty program & early access
17828,23,4,1820.09,27.1655223880597,667,54,Malta,0,Active Mid,1740.85,Low,6.1,3,3,4,10,Champions,Reward with loyalty program & early access
17829,299,1,889.24,29.641333333333332,496,30,United Arab Emirates,1,Dormant Low,179.18,High,79.9,1,2,3,6,Potential Loyalists,Offer membership & personalized offers
17830,2,3,398.7,17.33478260869565,92,18,United Kingdom,0,Active Mid,402.26,Low,0.5,4,3,2,9,Loyal Customers,Upsell premium products & bundles
17831,33,1,35.400000000000006,17.700000000000003,12,2,United Kingdom,0,Active Mid,32.43,Low,8.8,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
17832,50,1,155.37,2.547049180327869,208,61,United Kingdom,0,Active Mid,135.24,Medium,13.4,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
17835,3,3,350.64,5.7481967213114755,348,45,United Kingdom,0,Active Mid,352.82,Low,0.8,4,3,2,9,Loyal Customers,Upsell premium products & bundles
17836,47,1,110.21000000000001,4.592083333333334,88,23,United Kingdom,0,Active Mid,96.82,Medium,12.6,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
17837,42,8,1593.38,9.42828402366864,518,110,United Kingdom,0,Active Mid,1468.59,Low,11.2,3,4,3,10,Champions,Reward with loyalty program & early access
17838,27,5,2779.3,22.969421487603306,1879,96,United Kingdom,0,Active Mid,2640.35,Low,7.2,3,4,4,11,Champions,Reward with loyalty program & early access
17839,42,1,338.8,6.05,285,50,United Kingdom,0,Active Mid,302.19,Low,11.2,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
17841,2,124,40991.57,5.223852427679368,23071,1323,United Kingdom,2,VIP,64962.67,Low,0.5,4,4,4,12,Champions,Reward with loyalty program & early access
17843,303,1,205.48,5.553513513513513,113,36,United Kingdom,1,Dormant Low,39.19,High,81.0,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17844,107,1,51.559999999999995,10.312,52,5,Canada,0,Active Mid,36.98,High,28.6,2,2,1,5,At Risk,Send win-back campaign with 20% discount
17846,85,1,2033.1,2033.1,1,1,United Kingdom,0,Active Mid,1578.55,Medium,22.7,2,2,4,8,Loyal Customers,Upsell premium products & bundles
17848,81,9,901.1999999999999,17.670588235294115,398,41,United Kingdom,0,Active Mid,736.42,Medium,21.7,2,4,3,9,Loyal Customers,Upsell premium products & bundles
17849,218,4,605.8000000000001,23.300000000000004,114,14,United Kingdom,1,Dormant Low,257.52,High,58.3,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
17850,372,34,5391.21,18.15222222222222,1733,21,United Kingdom,3,High Value,33.52,High,99.5,1,4,4,9,Loyal Customers,Upsell premium products & bundles
17852,12,2,114.34,4.764166666666667,53,21,United Kingdom,0,Active Mid,111.73,Low,3.2,4,3,1,8,Loyal Customers,Upsell premium products & bundles
17854,185,2,311.26,20.750666666666667,84,15,United Kingdom,1,Dormant Low,158.8,High,49.5,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
17855,373,1,208.97,12.292352941176471,197,17,United Kingdom,1,Dormant Low,0.56,High,99.7,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17856,2,4,1418.03,94.53533333333333,842,12,United Kingdom,0,Active Mid,1437.44,Low,0.5,4,3,3,10,Champions,Reward with loyalty program & early access
17857,4,23,26879.04,497.76,19256,19,United Kingdom,3,High Value,29517.91,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
17858,6,12,5155.66,25.9078391959799,2706,101,United Kingdom,0,Active Mid,5364.22,Low,1.6,4,4,4,12,Champions,Reward with loyalty program & early access
17859,305,1,148.21,5.9284,127,23,United Kingdom,1,Dormant Low,27.47,High,81.6,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17860,369,1,252.8,4.358620689655172,104,49,United Kingdom,1,Dormant Low,3.4,High,98.7,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17861,3,8,2100.8,9.463063063063064,1988,172,United Kingdom,0,Active Mid,2163.72,Low,0.8,4,4,4,12,Champions,Reward with loyalty program & early access
17862,324,1,330.9,30.08181818181818,100,11,United Kingdom,1,Dormant Low,44.45,High,86.6,1,2,2,5,At Risk,Send win-back campaign with 20% discount
17863,59,6,3160.0,21.35135135135135,2638,110,United Kingdom,0,Active Mid,2737.9,Medium,15.8,2,4,4,10,Champions,Reward with loyalty program & early access
17864,13,3,597.5,5.857843137254902,810,70,United Kingdom,0,Active Mid,585.01,Low,3.5,4,3,2,9,Loyal Customers,Upsell premium products & bundles
17865,31,20,10526.32,28.449513513513512,5757,191,United Kingdom,3,High Value,10577.63,Low,8.3,3,4,4,11,Champions,Reward with loyalty program & early access
17866,143,1,329.65,36.62777777777777,174,9,United Kingdom,1,Dormant Low,204.58,High,38.2,1,2,2,5,At Risk,Send win-back campaign with 20% discount
17867,30,6,1197.1000000000001,15.153164556962027,542,62,United Kingdom,0,Active Mid,1132.69,Low,8.0,3,4,3,10,Champions,Reward with loyalty program & early access
17869,107,5,428.18,10.7045,111,37,United Kingdom,0,Active Mid,312.99,High,28.6,2,4,2,8,Loyal Customers,Upsell premium products & bundles
17870,2,12,1894.35,6.7897849462365585,1401,214,United Kingdom,0,Active Mid,1992.4,Low,0.5,4,4,4,12,Champions,Reward with loyalty program & early access
17871,205,1,155.9,15.59,182,10,United Kingdom,1,Dormant Low,70.78,High,54.8,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17873,80,5,1859.16,42.25363636363637,1047,24,United Kingdom,0,Active Mid,1496.44,Medium,21.4,2,4,4,10,Champions,Reward with loyalty program & early access
17874,185,6,683.46,14.857826086956523,221,37,United Kingdom,1,Dormant Low,355.3,High,49.5,1,4,3,8,Loyal Customers,Upsell premium products & bundles
17877,170,1,237.61,19.800833333333333,98,12,United Kingdom,1,Dormant Low,130.23,High,45.5,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17878,44,1,379.45,14.59423076923077,401,26,United Kingdom,0,Active Mid,336.41,Low,11.8,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
17879,174,1,178.51999999999998,29.75333333333333,45,6,United Kingdom,1,Dormant Low,95.92,High,46.5,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17880,365,1,458.92,17.65076923076923,314,26,United Kingdom,1,Dormant Low,11.1,High,97.6,1,2,2,5,At Risk,Send win-back campaign with 20% discount
17881,304,1,133.35000000000002,16.668750000000003,32,8,United Kingdom,1,Dormant Low,25.08,High,81.3,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17883,3,4,671.77,4.632896551724138,379,133,United Kingdom,0,Active Mid,679.14,Low,0.8,4,3,2,9,Loyal Customers,Upsell premium products & bundles
17884,4,4,717.45,6.1320512820512825,854,107,United Kingdom,0,Active Mid,723.36,Low,1.1,4,3,3,10,Champions,Reward with loyalty program & early access
17885,12,1,190.19,2.97171875,167,50,United Kingdom,0,Active Mid,184.97,Low,3.2,4,2,1,7,Potential Loyalists,Offer membership & personalized offers
17886,32,3,899.61,8.253302752293578,481,93,United Kingdom,0,Active Mid,834.45,Low,8.6,3,3,3,9,Loyal Customers,Upsell premium products & bundles
17887,129,1,111.35,11.135,30,10,United Kingdom,0,Active Mid,73.29,High,34.5,2,2,1,5,At Risk,Send win-back campaign with 20% discount
17888,21,8,726.05,10.836567164179105,980,60,United Kingdom,0,Active Mid,711.51,Low,5.6,3,4,3,10,Champions,Reward with loyalty program & early access
17889,212,2,203.87,9.708095238095238,79,20,United Kingdom,1,Dormant Low,89.15,High,56.7,1,3,1,5,At Risk,Send win-back campaign with 20% discount
17890,323,2,602.09,6.405212765957447,416,88,United Kingdom,1,Dormant Low,82.89,High,86.4,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
17891,162,1,203.85999999999999,5.995882352941176,393,34,United Kingdom,1,Dormant Low,116.11,High,43.3,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17892,56,3,244.1,8.717857142857143,109,27,United Kingdom,0,Active Mid,210.53,Medium,15.0,2,3,1,6,Potential Loyalists,Offer membership & personalized offers
17893,225,1,112.25,7.015625,161,15,United Kingdom,1,Dormant Low,44.93,High,60.2,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17894,72,8,1119.81,5.802124352331606,405,127,United Kingdom,0,Active Mid,938.84,Medium,19.3,2,4,3,9,Loyal Customers,Upsell premium products & bundles
17895,44,1,98.0,6.125,130,15,United Kingdom,0,Active Mid,86.88,Low,11.8,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
17896,23,1,256.32,128.16,288,2,United Kingdom,0,Active Mid,241.71,Low,6.1,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
17897,173,3,566.6,4.970175438596492,229,100,United Kingdom,1,Dormant Low,308.88,High,46.3,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
17898,85,2,152.06,5.430714285714286,190,27,United Kingdom,0,Active Mid,118.63,Medium,22.7,2,3,1,6,Potential Loyalists,Offer membership & personalized offers
17899,159,1,155.8,4.86875,171,29,United Kingdom,1,Dormant Low,89.99,High,42.5,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17900,190,2,112.19999999999999,18.7,73,4,United Kingdom,1,Dormant Low,55.73,High,50.8,1,3,1,5,At Risk,Send win-back campaign with 20% discount
17901,29,1,110.38,5.809473684210526,24,19,United Kingdom,0,Active Mid,102.31,Low,7.8,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
17904,21,1,191.67,5.043947368421052,63,33,United Kingdom,0,Active Mid,181.77,Low,5.6,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
17905,71,4,800.24,23.536470588235293,407,33,United Kingdom,0,Active Mid,660.73,Medium,19.0,2,3,3,8,Loyal Customers,Upsell premium products & bundles
17906,247,1,72.9,6.075,26,12,United Kingdom,1,Dormant Low,24.87,High,66.0,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17908,374,1,243.28,4.19448275862069,173,51,United Kingdom,1,Dormant Low,0.0,High,100.0,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17911,9,1,366.23,9.390512820512821,223,39,United Kingdom,0,Active Mid,359.13,Low,2.4,4,2,2,8,Loyal Customers,Upsell premium products & bundles
17912,310,5,311.01,8.184473684210525,185,35,United Kingdom,1,Dormant Low,54.49,High,82.9,1,4,2,7,Potential Loyalists,Offer membership & personalized offers
17913,59,2,411.6,6.976271186440679,289,55,United Kingdom,0,Active Mid,349.99,Medium,15.8,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
17914,4,1,336.43,4.205375,473,72,United Kingdom,0,Active Mid,334.42,Low,1.1,4,2,2,8,Loyal Customers,Upsell premium products & bundles
17917,45,3,341.28,3.63063829787234,187,77,United Kingdom,0,Active Mid,304.53,Low,12.0,3,3,2,8,Loyal Customers,Upsell premium products & bundles
17919,88,1,1304.04,56.697391304347825,756,23,United Kingdom,0,Active Mid,1001.98,Medium,23.5,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
17920,4,17,4204.1,6.040373563218392,2516,407,United Kingdom,3,High Value,4497.44,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
17921,64,4,826.52,5.700137931034483,430,114,United Kingdom,0,Active Mid,698.2,Medium,17.1,2,3,3,8,Loyal Customers,Upsell premium products & bundles
17923,282,1,207.50000000000003,207.50000000000003,50,1,United Kingdom,1,Dormant Low,51.29,High,75.4,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17924,12,7,2962.5,95.56451612903226,1160,26,United Kingdom,0,Active Mid,2963.49,Low,3.2,4,4,4,12,Champions,Reward with loyalty program & early access
17925,373,1,244.08,244.08,72,1,United Kingdom,1,Dormant Low,0.66,High,99.7,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17926,133,2,397.29,18.91857142857143,306,17,United Kingdom,0,Active Mid,258.46,High,35.6,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
17928,45,2,212.54,9.240869565217391,140,23,United Kingdom,0,Active Mid,188.76,Low,12.0,3,3,1,7,Potential Loyalists,Offer membership & personalized offers
17929,11,4,843.0,168.6,108,4,United Kingdom,0,Active Mid,833.87,Low,2.9,4,3,3,10,Champions,Reward with loyalty program & early access
17930,36,5,1740.48,44.62769230769231,1594,26,United Kingdom,0,Active Mid,1610.58,Low,9.6,3,4,4,11,Champions,Reward with loyalty program & early access
17931,134,2,408.36,6.282461538461539,249,63,United Kingdom,0,Active Mid,264.56,High,35.8,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
17932,29,3,1331.57,14.795222222222222,789,84,United Kingdom,0,Active Mid,1245.95,Low,7.8,3,3,3,9,Loyal Customers,Upsell premium products & bundles
17934,52,2,704.25,33.535714285714285,478,21,United Kingdom,0,Active Mid,612.14,Medium,13.9,2,3,3,8,Loyal Customers,Upsell premium products & bundles
17935,138,2,145.79,5.027241379310345,82,28,United Kingdom,0,Active Mid,92.88,High,36.9,2,3,1,6,Potential Loyalists,Offer membership & personalized offers
17936,5,1,389.84,5.062857142857142,262,68,United Kingdom,0,Active Mid,386.47,Low,1.3,4,2,2,8,Loyal Customers,Upsell premium products & bundles
17937,9,7,4301.22,100.02837209302326,1754,19,United Kingdom,0,Active Mid,4338.31,Low,2.4,4,4,4,12,Champions,Reward with loyalty program & early access
17939,160,1,99.14,8.261666666666667,40,12,United Kingdom,1,Dormant Low,57.0,High,42.8,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17940,49,10,4106.4400000000005,216.1284210526316,9755,6,United Kingdom,0,Active Mid,3739.17,Medium,13.1,3,4,4,11,Champions,Reward with loyalty program & early access
17941,131,1,304.56,152.28,252,2,United Kingdom,0,Active Mid,198.83,High,35.0,2,2,1,5,At Risk,Send win-back campaign with 20% discount
17942,8,1,77.50000000000001,38.75000000000001,38,2,United Kingdom,0,Active Mid,76.21,Low,2.1,4,2,1,7,Potential Loyalists,Offer membership & personalized offers
17946,233,2,149.57999999999998,7.478999999999999,75,18,United Kingdom,1,Dormant Low,56.93,High,62.3,1,3,1,5,At Risk,Send win-back campaign with 20% discount
17947,37,1,176.68,19.63111111111111,168,9,United Kingdom,0,Active Mid,159.96,Low,9.9,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
17948,147,1,358.56000000000006,358.56000000000006,144,1,United Kingdom,1,Dormant Low,218.67,High,39.3,1,2,2,5,At Risk,Send win-back campaign with 20% discount
17949,1,45,58510.48,835.864,30546,29,United Kingdom,3,High Value,70918.3,Low,0.3,4,4,4,12,Champions,Reward with loyalty program & early access
17950,72,3,482.2,6.791549295774648,366,63,United Kingdom,0,Active Mid,394.96,Medium,19.3,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
17951,40,3,1008.5400000000001,50.42700000000001,616,18,United Kingdom,0,Active Mid,913.6,Low,10.7,3,3,3,9,Loyal Customers,Upsell premium products & bundles
17954,5,12,2332.72,4.809731958762886,2234,326,United Kingdom,0,Active Mid,2433.68,Low,1.3,4,4,4,12,Champions,Reward with loyalty program & early access
17955,199,4,557.3,29.331578947368417,273,14,United Kingdom,1,Dormant Low,265.76,High,53.2,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
17956,249,1,12.75,12.75,1,1,United Kingdom,1,Dormant Low,4.28,High,66.6,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17957,66,1,111.68,3.6025806451612907,287,31,United Kingdom,0,Active Mid,92.41,Medium,17.6,2,2,1,5,At Risk,Send re-engagement email with offers
17958,117,1,508.4599999999999,72.63714285714285,84,7,United Kingdom,0,Active Mid,351.07,High,31.3,2,2,2,6,Potential Loyalists,Offer membership & personalized offers
17960,171,1,73.78,2.8376923076923077,41,26,United Kingdom,1,Dormant Low,40.24,High,45.7,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17961,21,39,1296.44,5.206586345381527,560,211,United Kingdom,3,High Value,1451.98,Low,5.6,3,4,3,10,Champions,Reward with loyalty program & early access
17962,142,1,102.83,2.938,128,33,United Kingdom,0,Active Mid,64.09,High,38.0,2,2,1,5,At Risk,Send win-back campaign with 20% discount
17964,32,2,471.7,4.535576923076923,301,84,United Kingdom,0,Active Mid,435.47,Low,8.6,3,3,2,8,Loyal Customers,Upsell premium products & bundles
17965,38,14,2622.57,7.971337386018238,1556,274,United Kingdom,0,Active Mid,2513.93,Low,10.2,3,4,4,11,Champions,Reward with loyalty program & early access
17966,38,5,1098.43,16.15338235294118,2571,53,United Kingdom,0,Active Mid,1010.43,Low,10.2,3,4,3,10,Champions,Reward with loyalty program & early access
17967,372,1,123.07,2.5639583333333333,80,41,United Kingdom,1,Dormant Low,0.66,High,99.5,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17968,374,1,277.35,3.2629411764705885,160,74,United Kingdom,1,Dormant Low,0.0,High,100.0,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17969,166,2,228.2,16.3,152,14,United Kingdom,1,Dormant Low,128.13,High,44.4,1,3,1,5,At Risk,Send win-back campaign with 20% discount
17970,211,1,582.59,18.793225806451613,525,27,United Kingdom,1,Dormant Low,255.12,High,56.4,1,2,2,5,At Risk,Send win-back campaign with 20% discount
17972,242,1,136.04,4.388387096774193,37,30,United Kingdom,1,Dormant Low,48.24,High,64.7,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17973,52,1,337.04,22.469333333333335,176,15,United Kingdom,0,Active Mid,291.57,Medium,13.9,2,2,2,6,Potential Loyalists,Offer membership & personalized offers
17974,25,3,740.79,4.138491620111732,519,143,United Kingdom,0,Active Mid,701.19,Low,6.7,3,3,3,9,Loyal Customers,Upsell premium products & bundles
17975,15,13,4488.81,15.16489864864865,1568,189,United Kingdom,0,Active Mid,4576.79,Low,4.0,4,4,4,12,Champions,Reward with loyalty program & early access
17976,372,1,353.19,5.433692307692308,106,56,United Kingdom,1,Dormant Low,1.9,High,99.5,1,2,2,5,At Risk,Send win-back campaign with 20% discount
17977,29,1,288.14,13.72095238095238,342,19,United Kingdom,0,Active Mid,267.07,Low,7.8,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
17978,365,1,300.91999999999996,25.076666666666664,499,12,United Kingdom,1,Dormant Low,7.28,High,97.6,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17979,36,4,757.71,5.189794520547945,397,116,United Kingdom,0,Active Mid,697.88,Low,9.6,3,3,3,9,Loyal Customers,Upsell premium products & bundles
17980,166,3,811.45,27.048333333333336,682,23,United Kingdom,1,Dormant Low,457.77,High,44.4,1,3,3,7,Potential Loyalists,Offer membership & personalized offers
17984,145,1,152.68,3.1808333333333336,98,48,United Kingdom,1,Dormant Low,93.93,High,38.8,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17985,22,1,634.95,27.606521739130436,183,20,United Kingdom,0,Active Mid,600.46,Low,5.9,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
17986,56,1,20.8,20.8,10,1,United Kingdom,0,Active Mid,17.77,Medium,15.0,2,2,1,5,At Risk,Send re-engagement email with offers
17987,185,1,198.57,15.274615384615384,261,13,United Kingdom,1,Dormant Low,100.83,High,49.5,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17988,12,7,201.12,5.292631578947368,43,37,United Kingdom,0,Active Mid,201.19,Low,3.2,4,4,1,9,Loyal Customers,Upsell premium products & bundles
17990,237,3,630.84,21.753103448275862,414,27,United Kingdom,1,Dormant Low,234.4,High,63.4,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
17991,225,2,93.35,18.669999999999998,25,4,United Kingdom,1,Dormant Low,37.55,High,60.2,1,3,1,5,At Risk,Send win-back campaign with 20% discount
17994,122,4,678.49,8.37641975308642,497,63,United Kingdom,0,Active Mid,465.91,High,32.6,2,3,3,8,Loyal Customers,Upsell premium products & bundles
17995,282,1,76.1,38.05,133,2,United Kingdom,1,Dormant Low,18.81,High,75.4,1,2,1,4,At Risk,Send win-back campaign with 20% discount
17997,74,8,1970.6699999999998,11.871506024096385,2298,133,United Kingdom,0,Active Mid,1641.26,Medium,19.8,2,4,4,10,Champions,Reward with loyalty program & early access
17999,37,2,382.06,4.108172043010753,221,87,United Kingdom,0,Active Mid,347.56,Low,9.9,3,3,2,8,Loyal Customers,Upsell premium products & bundles
18001,12,2,417.23,7.193620689655173,363,56,United Kingdom,0,Active Mid,407.71,Low,3.2,4,3,2,9,Loyal Customers,Upsell premium products & bundles
18004,362,1,169.47,4.23675,78,32,United Kingdom,1,Dormant Low,5.46,High,96.8,1,2,1,4,At Risk,Send win-back campaign with 20% discount
18005,4,2,249.72,4.162,93,52,United Kingdom,0,Active Mid,249.41,Low,1.1,4,3,1,8,Loyal Customers,Upsell premium products & bundles
18006,23,1,444.68,20.212727272727275,220,21,United Kingdom,0,Active Mid,419.33,Low,6.1,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
18008,70,9,2116.19,70.53966666666666,1581,24,United Kingdom,0,Active Mid,1794.18,Medium,18.7,2,4,4,10,Champions,Reward with loyalty program & early access
18009,235,1,257.34,8.041875,126,31,United Kingdom,1,Dormant Low,96.1,High,62.8,1,2,1,4,At Risk,Send win-back campaign with 20% discount
18010,257,1,174.8,12.485714285714286,60,14,United Kingdom,1,Dormant Low,54.95,High,68.7,1,2,1,4,At Risk,Send win-back campaign with 20% discount
18011,373,1,102.78999999999999,3.671071428571428,71,28,United Kingdom,1,Dormant Low,0.28,High,99.7,1,2,1,4,At Risk,Send win-back campaign with 20% discount
18013,155,2,187.29,6.041612903225806,285,31,United Kingdom,1,Dormant Low,110.72,High,41.4,1,3,1,5,At Risk,Send win-back campaign with 20% discount
18014,28,1,166.42,5.200625,68,29,United Kingdom,0,Active Mid,154.7,Low,7.5,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
18015,4,1,120.03,2.6093478260869567,157,46,United Kingdom,0,Active Mid,119.31,Low,1.1,4,2,1,7,Potential Loyalists,Offer membership & personalized offers
18016,32,5,1483.56,12.061463414634146,1029,90,United Kingdom,0,Active Mid,1389.08,Low,8.6,3,4,3,10,Champions,Reward with loyalty program & early access
18017,81,3,523.0,174.33333333333334,300,1,United Kingdom,0,Active Mid,415.61,Medium,21.7,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
18018,108,2,122.14,4.211724137931035,55,29,United Kingdom,0,Active Mid,87.7,High,28.9,2,3,1,6,Potential Loyalists,Offer membership & personalized offers
18019,52,1,38.45,7.69,7,5,United Kingdom,0,Active Mid,33.26,Medium,13.9,2,2,1,5,At Risk,Send re-engagement email with offers
18022,36,1,668.11,3.497958115183246,736,141,United Kingdom,0,Active Mid,606.69,Low,9.6,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
18024,153,2,389.78,18.56095238095238,184,21,United Kingdom,1,Dormant Low,232.53,High,40.9,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
18027,99,1,115.31,5.490952380952381,78,21,United Kingdom,0,Active Mid,85.19,High,26.5,2,2,1,5,At Risk,Send win-back campaign with 20% discount
18030,4,2,230.64999999999998,25.627777777777776,67,8,United Kingdom,0,Active Mid,230.37,Low,1.1,4,3,1,8,Loyal Customers,Upsell premium products & bundles
18032,334,1,73.5,14.7,42,5,United Kingdom,1,Dormant Low,7.9,High,89.3,1,2,1,4,At Risk,Send win-back campaign with 20% discount
18033,65,1,97.97,2.881470588235294,253,32,United Kingdom,0,Active Mid,81.33,Medium,17.4,2,2,1,5,At Risk,Send re-engagement email with offers
18034,22,2,422.88,3.775714285714286,561,99,United Kingdom,0,Active Mid,401.81,Low,5.9,3,3,2,8,Loyal Customers,Upsell premium products & bundles
18035,36,3,730.4,13.781132075471698,611,44,United Kingdom,0,Active Mid,669.57,Low,9.6,3,3,3,9,Loyal Customers,Upsell premium products & bundles
18036,32,3,405.62,4.225208333333334,234,77,United Kingdom,0,Active Mid,376.24,Low,8.6,3,3,2,8,Loyal Customers,Upsell premium products & bundles
18037,154,6,70.02,3.685263157894737,20,19,United Kingdom,1,Dormant Low,42.37,High,41.2,1,4,1,6,Potential Loyalists,Offer membership & personalized offers
18040,19,2,357.20000000000005,18.8,148,18,United Kingdom,0,Active Mid,342.3,Low,5.1,3,3,2,8,Loyal Customers,Upsell premium products & bundles
18041,12,21,4183.39,8.863114406779662,3819,285,United Kingdom,3,High Value,4456.02,Low,3.2,4,4,4,12,Champions,Reward with loyalty program & early access
18042,54,1,165.04999999999998,23.578571428571426,33,7,United Kingdom,0,Active Mid,141.89,Medium,14.4,2,2,1,5,At Risk,Send re-engagement email with offers
18043,25,3,559.51,4.624049586776859,282,106,United Kingdom,0,Active Mid,529.6,Low,6.7,3,3,2,8,Loyal Customers,Upsell premium products & bundles
18044,4,10,2088.6,16.445669291338582,1033,88,United Kingdom,0,Active Mid,2165.13,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
18045,45,1,189.4,4.029787234042553,142,43,United Kingdom,0,Active Mid,167.41,Low,12.0,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
18048,203,2,172.29000000000002,24.612857142857145,127,6,United Kingdom,1,Dormant Low,79.53,High,54.3,1,3,1,5,At Risk,Send win-back campaign with 20% discount
18050,359,1,74.4,14.88,40,5,United Kingdom,1,Dormant Low,3.0,High,96.0,1,2,1,4,At Risk,Send win-back campaign with 20% discount
18053,71,1,300.02,15.001,302,20,United Kingdom,0,Active Mid,244.23,Medium,19.0,2,2,1,5,At Risk,Send re-engagement email with offers
18055,7,10,6784.1900000000005,18.844972222222225,2455,223,United Kingdom,0,Active Mid,6975.74,Low,1.9,4,4,4,12,Champions,Reward with loyalty program & early access
18056,288,1,363.65,19.139473684210525,211,19,United Kingdom,1,Dormant Low,84.02,High,77.0,1,2,2,5,At Risk,Send win-back campaign with 20% discount
18058,10,1,170.16,56.72,88,3,United Kingdom,0,Active Mid,166.4,Low,2.7,4,2,1,7,Potential Loyalists,Offer membership & personalized offers
